"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.27584740513363e-113,1.0008208574522,0.951,0.749,2.5806565463638e-109,"0","LUM"
1.52581030001823e-112,2.85295638207431,0.281,0.052,3.08625649384687e-108,"0","JAML"
2.5499580308384e-112,1.60265090495376,0.649,0.374,5.15780010897682e-108,"0","FBLN1"
1.23504837861927e-111,2.59120281569892,0.302,0.062,2.49813235543319e-107,"0","GIMAP7"
1.47514997478693e-110,2.0425525323214,0.494,0.2,2.98378585400152e-106,"0","MS4A6A"
5.4546972004956e-110,0.741588269313104,0.998,0.992,1.10332160274424e-105,"0","MALAT1"
1.3187912732347e-109,0.388550221739681,1,1,2.66751910837184e-105,"0","RPL13A"
1.34413938416559e-109,0.824705282691911,0.955,0.831,2.71879073235173e-105,"0","NOP53"
6.98503970089443e-109,0.62966131765843,0.998,0.998,1.41286398029992e-104,"0","RPS25"
2.99037661062533e-108,0.350722420514171,1,1,6.04863477031186e-104,"0","RPS19"
1.0672619680393e-107,1.26121340977427,0.799,0.556,2.1587507827531e-103,"0","HSPG2"
1.31838335516928e-107,2.49271500125054,0.341,0.088,2.6666940125009e-103,"0","CD3E"
1.40875571214084e-107,1.82082225206942,0.551,0.263,2.84949017894728e-103,"0","LCP1"
2.85129950020289e-107,2.3499065572209,0.351,0.094,5.76732349906039e-103,"0","JAK3"
2.91326922717736e-107,1.69880739968696,0.613,0.341,5.89266966581164e-103,"0","AIF1"
2.60922740488304e-106,1.12304852513557,0.813,0.579,5.27768427185693e-102,"0","MARCKS"
1.13797009689042e-105,2.84198414865967,0.386,0.122,2.30177211498025e-101,"0","IGHG2"
5.87729214356937e-105,2.09620817571757,0.437,0.16,1.18879988187978e-100,"0","RAC2"
4.83119182801863e-104,2.38322463224373,0.34,0.091,9.77205171053329e-100,"0","CD3D"
9.55564169698406e-104,0.616547020958344,0.998,0.979,1.93281964604897e-99,"0","IGFBP4"
2.64097395124749e-103,2.32335678217329,0.352,0.098,5.3418980111883e-99,"0","PCED1B-AS1"
6.9566562277224e-103,0.966789361919934,0.888,0.68,1.40712285518141e-98,"0","RNASE1"
2.38115966752224e-102,2.47011579903656,0.324,0.082,4.81637165949724e-98,"0","LCK"
3.3673330812898e-101,2.80627250953037,0.266,0.053,6.81110462352488e-97,"0","TIGIT"
1.32478742063975e-100,1.07017771388063,0.839,0.65,2.67964751572801e-96,"0","CTSH"
5.38871615745864e-100,1.89888181819605,0.475,0.195,1.08997561716916e-95,"0","ADA2"
9.43278559236664e-100,1.87472592686506,0.456,0.176,1.907969541768e-95,"0","CD53"
1.04668930971769e-99,1.92750731121904,0.443,0.166,2.11713846676597e-95,"0","VSIR"
1.06345474156465e-99,1.717821838067,0.522,0.241,2.15104990576283e-95,"0","LST1"
3.47777749274769e-99,2.35031427702008,0.326,0.086,7.03450053458076e-95,"0","CD27"
1.44764709841907e-98,1.0678483153347,0.83,0.614,2.92815578597225e-94,"0","COL18A1"
4.96939490758145e-98,2.13075096546358,0.371,0.115,1.0051595079565e-93,"0","IL2RG"
6.67825174373017e-98,2.10816636713008,0.416,0.153,1.3508099802043e-93,"0","IL10RA"
6.09957395751732e-97,1.50639938854823,0.618,0.357,1.23376082438703e-92,"0","EMP3"
4.34359609984818e-96,1.62608052895056,0.629,0.4,8.78579183116291e-92,"0","CTSS"
9.21544023527872e-96,1.62692254300466,0.59,0.335,1.86400709638983e-91,"0","HLA-DMB"
1.98992664788334e-95,1.84223314322239,0.519,0.251,4.02502463067363e-91,"0","ARHGAP45"
4.82113766524939e-95,2.46288163969104,0.291,0.07,9.75171515549995e-91,"0","CST7"
3.96039204395369e-94,0.603221303771411,1,0.998,8.01068498730513e-90,"0","CTSD"
5.39396734358669e-94,0.710672248355527,0.997,0.938,1.09103777458728e-89,"0","COL1A1"
1.30196855338252e-93,0.720043578160393,0.972,0.811,2.63349179292682e-89,"0","FCGRT"
2.05874663549986e-93,0.934221340951348,0.963,0.844,4.16422681962557e-89,"0","IFI30"
3.80291635961691e-93,0.817155838958985,0.937,0.791,7.69215892059712e-89,"0","ARHGDIB"
4.30823680170459e-93,0.495407909401348,1,0.999,8.71427057880788e-89,"0","RPL21"
7.85297505942115e-92,2.61626616623617,0.265,0.058,1.58842126526912e-87,"0","CD6"
3.37518537383208e-91,1.5463235419394,0.614,0.371,6.82698745565014e-87,"0","CTSC"
4.14099742449467e-91,1.72429928728809,0.474,0.205,8.37599549052537e-87,"0","WIPF1"
5.04749797293784e-91,1.64322916961804,0.53,0.262,1.02095741498614e-86,"0","ARHGAP4"
1.03021932409417e-90,0.278190873985977,1,1,2.08382462684527e-86,"0","RPL13"
1.81424896649766e-90,2.41219582310738,0.293,0.074,3.66968138453482e-86,"0","SOD3"
3.55581348913068e-90,1.12798675772702,0.751,0.526,7.19234394446462e-86,"0","THY1"
3.90661338640069e-90,1.89437182834478,0.43,0.173,7.90190689667268e-86,"0","XIST"
5.43981903319554e-90,1.61316111595006,0.551,0.29,1.10031219584446e-85,"0","CSF1R"
5.89598024494364e-89,2.08437103018129,0.361,0.118,1.19257992414475e-84,"0","CPVL"
1.0827024906786e-88,0.319943397780293,1,1,2.1899823278956e-84,"0","HLA-B"
2.31721461565156e-88,0.821650356009245,0.878,0.633,4.6870300030784e-84,"0","RARRES2"
1.57832378423261e-87,0.309337246494082,1,1,3.1924755183673e-83,"0","RPL18"
1.32947662649445e-86,0.781264879650058,0.951,0.837,2.68913237241033e-82,"0","CAPG"
9.51932921004032e-86,2.04222738130788,0.321,0.093,1.92547471931485e-81,"0","IL16"
1.21007951990018e-85,1.89105389975509,0.436,0.184,2.4476278449021e-81,"0","GGT5"
1.93650454109677e-85,2.13702831867284,0.335,0.105,3.91696773527645e-81,"0","AKNA"
2.66202851810516e-83,0.734202888665064,0.944,0.816,5.38448508357131e-79,"0","ARPC1B"
3.2048603908335e-83,1.45458840617968,0.575,0.332,6.48247111253892e-79,"0","SRGN"
6.71175998462112e-83,1.46430542172216,0.568,0.318,1.35758769208931e-78,"0","LGALS9"
5.5244241810414e-82,2.13141712327069,0.319,0.098,1.11742527909924e-77,"0","DOK2"
8.67858347413305e-82,2.03930166359201,0.346,0.115,1.75541707931289e-77,"0","ITGAL"
1.02787640473778e-81,0.293657457363302,1,1,2.07908560386311e-77,"0","RPL35"
1.08017386359747e-81,0.639693107588393,0.982,0.823,2.1848676738986e-77,"0","AEBP1"
1.29133990163611e-81,0.765512558155252,0.946,0.868,2.61199321903937e-77,"0","PLD3"
1.12482293670355e-80,2.01367560074715,0.353,0.124,2.27517935407028e-76,"0","MPEG1"
1.90738405017293e-80,1.68123710803799,0.464,0.216,3.85806571828478e-76,"0","IFI16"
2.26075013383333e-80,2.05065223424468,0.306,0.09,4.57281929570467e-76,"0","GIMAP1"
5.82647593694769e-80,0.370355320682309,1,1,1.17852128776641e-75,"0","RPL3"
7.3484936862694e-80,2.26823977336095,0.277,0.074,1.48637981792171e-75,"0","BIRC3"
9.55977889489589e-80,0.480786473309246,0.689,0.413,1.93365647707059e-75,"0","APOD"
1.12813841926472e-79,0.70485594336005,0.935,0.801,2.28188558064674e-75,"0","ANXA2"
2.92671651578664e-79,2.41162014972641,0.256,0.063,5.91986949648163e-75,"0","CD79A"
3.04266249244018e-79,0.28156924527015,1,1,6.15439342345876e-75,"0","RPL10"
3.94809571943171e-79,0.483127784326133,1,0.995,7.98581321169452e-75,"0","SSR4"
1.85722203494973e-78,1.46658737631649,0.555,0.313,3.75660301009283e-74,"0","HLA-DQA2"
5.78019149756141e-78,2.1905932704142,0.281,0.078,1.16915933421175e-73,"0","COL14A1"
8.59758479591315e-78,1.84243996379836,0.387,0.151,1.73903347666935e-73,"0","TMEM119"
8.94071353003968e-78,0.543494126840804,0.996,0.911,1.80843812572113e-73,"0","COL1A2"
2.79174324183289e-77,2.05739961166784,0.321,0.104,5.64685905525538e-73,"0","CYP1B1"
3.60216089954426e-77,0.292217184095205,1,1,7.28609085150817e-73,"0","RPS2"
6.28495805259153e-77,1.82069692617775,0.535,0.297,1.27125846529769e-72,"0","VWF"
8.02706558307114e-77,1.62211889248161,0.471,0.223,1.6236345554878e-72,"0","FBLN2"
8.71356524652583e-77,1.75615242205577,0.388,0.151,1.76249284241478e-72,"0","FGL2"
9.00967872783607e-77,1.40946385380772,0.54,0.287,1.8223877162794e-72,"0","MSN"
1.07415342214992e-76,2.14913404399349,0.293,0.087,2.17269012698265e-72,"0","EVI2B"
6.39151686852748e-76,2.13533678569936,0.306,0.097,1.29281211699705e-71,"0","ACAP1"
8.54466991074654e-76,1.31112035775251,0.724,0.548,1.7283303828467e-71,"0","GPNMB"
3.16326661738104e-75,1.88302149882757,0.42,0.188,6.39833938697663e-71,"0","MS4A7"
6.81860623192527e-75,2.33965051268659,0.256,0.067,1.37919948253152e-70,"0","ZAP70"
8.44394135051841e-75,1.9570054131806,0.329,0.112,1.70795601696936e-70,"0","PLAC9"
2.72767774776635e-74,0.416988947434627,1,1,5.517273780407e-70,"0","RPS12"
6.53162336495388e-74,1.04238897018371,0.764,0.56,1.32115145802922e-69,"0","MMP2"
1.0567561885608e-73,1.93312727552984,0.341,0.124,2.13750074260193e-69,"0","GIMAP4"
1.08586501746755e-73,0.434442423939668,1,1,2.19637917083162e-69,"0","RPS6"
7.14659148362947e-73,1.26602353467665,0.629,0.435,1.44554105939373e-68,"0","SAMHD1"
7.75631996391885e-73,1.8363225357831,0.371,0.146,1.56887083910186e-68,"0","MYO1F"
1.63118356833905e-72,2.13922830102032,0.274,0.08,3.29939500367939e-68,"0","GBP5"
1.66414543850691e-72,1.31353233483341,0.562,0.328,3.36606697846793e-68,"0","ANXA1"
1.99099566852416e-72,1.17677863303924,0.771,0.597,4.02718693872382e-68,"0","LGMN"
8.14735755728435e-72,2.0546661600489,0.296,0.094,1.6479660131119e-67,"0","SASH3"
1.01647911990759e-71,1.66740639893677,0.471,0.236,2.05603231583708e-67,"0","PECAM1"
2.20124396973243e-71,1.86790791789954,0.338,0.123,4.45245617757778e-67,"0","SELPLG"
2.34651720889505e-71,1.71334365252815,0.395,0.169,4.74630035843203e-67,"0","CD4"
3.37118350730255e-71,2.2056948529318,0.274,0.082,6.81889288022086e-67,"0","TMC8"
4.95727415977381e-71,0.776851409791098,0.899,0.745,1.00270784429745e-66,"0","TAGLN"
1.07006825937319e-70,1.80703660839939,0.347,0.129,2.16442706823415e-66,"0","ETS1"
1.44100180267065e-70,2.04748352992235,0.329,0.12,2.91471434626193e-66,"0","MS4A4A"
1.44961249167093e-70,1.54476000977537,0.447,0.211,2.93213118690278e-66,"0","KCTD12"
4.68225299832789e-70,0.777794711193776,0.881,0.727,9.47079313971782e-66,"0","ZFP36L1"
1.87309439256702e-69,1.76250657120788,0.36,0.141,3.78870802784532e-65,"0","TNFRSF1B"
1.39900871419174e-68,2.05143052274257,0.272,0.082,2.82977492619564e-64,"0","CELF2"
1.79411817409301e-67,0.388444827150867,1,0.999,3.62896283073793e-63,"0","RPL9"
6.74726005457411e-67,1.15499288205431,0.623,0.411,1.36476829123871e-62,"0","ISLR"
9.1871169825771e-67,1.10754571965185,0.649,0.464,1.85827815206587e-62,"0","ZYX"
1.25167506568201e-66,0.835133997469952,0.823,0.634,2.531763155355e-62,"0","COL6A3"
1.64569325677172e-66,1.6147487868446,0.394,0.171,3.32874375047216e-62,"0","IGFLR1"
2.48369981401628e-66,1.88402663286112,0.286,0.092,5.02377961381073e-62,"0","RARRES1"
4.51391330291251e-66,1.98863713839304,0.306,0.109,9.13029243780113e-62,"0","CCDC88B"
5.84880639761627e-66,1.40955980000806,0.526,0.311,1.18303807004584e-61,"0","SPI1"
6.78602451282408e-66,1.95479336883297,0.297,0.101,1.37260917820893e-61,"0","ARHGAP30"
1.11738180094874e-65,1.21494351097574,0.582,0.357,2.26012816877903e-61,"0","NNMT"
2.11671365205207e-65,1.60432330951756,0.455,0.233,4.28147670400572e-61,"0","CD163"
2.85926566197971e-65,0.73226447388698,0.938,0.827,5.78343665448637e-61,"0","NPC2"
3.05916826858561e-65,1.18370132574965,0.67,0.475,6.18777965686811e-61,"0","FOS"
3.28734958476868e-65,0.428132952694424,1,1,6.64932200511161e-61,"0","TPT1"
1.04066212978823e-64,0.790896997013227,0.844,0.696,2.10494728992265e-60,"0","HLA-F"
1.0424452663743e-64,1.24571232283016,0.583,0.379,2.10855404029529e-60,"0","CFD"
2.29814161404819e-64,1.70169588356624,0.374,0.16,4.64845104273528e-60,"0","MAF"
6.14254879045736e-64,1.26898383212867,0.552,0.329,1.24245334384581e-59,"0","CAVIN1"
7.62972241906861e-64,1.32505525864183,0.516,0.297,1.54326395370501e-59,"0","PLTP"
8.73942442988922e-64,0.516694780547308,0.998,0.981,1.76772337943369e-59,"0","CTSB"
1.10330158300087e-63,1.71068344821152,0.343,0.136,2.23164811193586e-59,"0","CYBB"
1.91047629270138e-63,1.65204774576366,0.401,0.187,3.86432039724708e-59,"0","FERMT3"
2.60716506065008e-63,2.03203135958259,0.291,0.102,5.27351276817693e-59,"0","GIMAP5"
3.71125671969227e-63,1.29005842073234,0.574,0.364,7.50675896692156e-59,"0","ID3"
2.90805484997476e-62,1.43201600910167,0.498,0.28,5.88212254504395e-58,"0","MZB1"
1.20515010430464e-61,2.11439939069291,0.308,0.115,2.43765711597699e-57,"0","CHI3L1"
4.68258857051534e-61,1.96777835525467,0.281,0.097,9.47147190158138e-57,"0","RASAL3"
1.1416011745284e-60,0.744023034659952,0.919,0.823,2.3091166957186e-56,"0","YBX1"
2.007992679796e-60,1.72521238544571,0.346,0.143,4.06156679342337e-56,"0","CARD16"
3.6131876452098e-60,0.721188774842319,0.865,0.709,7.30839464996586e-56,"0","TIMP2"
7.81115663236163e-60,1.60009258615161,0.381,0.172,1.57996265202779e-55,"0","TGFBR2"
1.83174088312267e-59,1.53057929115058,0.429,0.214,3.70506228429222e-55,"0","CXCR4"
2.23868032350096e-59,1.90097826547709,0.279,0.097,4.52817869034539e-55,"0","RNASE6"
4.43395737257562e-58,1.66518761437349,0.47,0.261,8.9685655775087e-54,"0","AQP1"
5.02022269545355e-58,1.85556204544472,0.25,0.078,1.01544044460939e-53,"0","SLFN5"
8.30476029430936e-58,0.673210470626859,0.874,0.737,1.67980386472995e-53,"0","NBL1"
9.27879654421314e-58,0.424100066497759,0.994,0.981,1.87682217699799e-53,"0","EEF1D"
1.70598896583891e-56,1.52345872924838,0.427,0.227,3.45070388120236e-52,"0","SLCO2B1"
3.07148019659281e-56,1.30901207878475,0.501,0.288,6.21268299364827e-52,"0","EGR1"
4.37574231060916e-56,1.25326975020675,0.47,0.256,8.85081397166916e-52,"0","GPSM3"
1.01732937859998e-55,0.759902035389487,0.854,0.681,2.05775213409418e-51,"0","MYL9"
1.38824248430228e-55,1.25570178950496,0.516,0.315,2.80799807299823e-51,"0","FSTL1"
1.74687365452282e-55,0.922403237111494,0.699,0.541,3.5334013410033e-51,"0","VAMP5"
3.83896453337218e-55,1.69584928101498,0.309,0.123,7.7650735616519e-51,"0","NCKAP1L"
6.49508437976042e-55,1.85658414611863,0.271,0.097,1.31376071749414e-50,"0","ARHGAP9"
1.18807706105838e-54,0.663786342530702,0.898,0.795,2.40312347140278e-50,"0","NAP1L1"
3.07830342372478e-54,1.18639723903103,0.361,0.16,6.2264843351681e-50,"0","GPX3"
4.72248966788291e-54,1.59032267346145,0.36,0.166,9.55217985122675e-50,"0","AKR1B1"
2.64436658918607e-53,1.67033683937439,0.346,0.157,5.34876029994666e-49,"0","EFEMP1"
5.72984030501916e-53,0.343882774448452,1,1,1.15897479849623e-48,"0","RPL11"
1.34240666846685e-52,1.14565332485732,0.589,0.423,2.7152859683079e-48,"0","MAN2B1"
2.04846440484772e-52,1.45107335114538,0.371,0.176,4.14342895168548e-48,"0","TCF4"
5.23535333718171e-52,1.46867911526381,0.538,0.355,1.05895491951174e-47,"0","SPARCL1"
7.73377386659152e-52,0.551866696384515,0.95,0.891,1.56431043999547e-47,"0","TMEM176B"
8.27070309663796e-52,1.45172662138634,0.365,0.17,1.67291511535696e-47,"0","GBP2"
3.02363691214407e-51,1.66046520413109,0.321,0.139,6.1159103821938e-47,"0","C1orf162"
6.44791879563847e-51,1.80247789519334,0.262,0.096,1.30422053479379e-46,"0","NCF4"
7.88079548715503e-51,1.41136787758056,0.412,0.216,1.59404850318685e-46,"0","SIGLEC1"
1.47616077772314e-50,1.64524361797346,0.293,0.118,2.9858304051006e-46,"0","IGFBP6"
2.06784412861101e-50,1.37118557910335,0.419,0.225,4.18262831894148e-46,"0","PPP1R18"
3.54291858314087e-50,1.62211889248161,0.296,0.119,7.16626141811903e-46,"0","CYTH4"
3.69506141008462e-50,1.01268189069506,0.614,0.455,7.47400071417815e-46,"0","ISG20"
4.37476723989204e-50,0.389663409887604,0.998,0.991,8.84884169612964e-46,"0","GRN"
1.62678028048877e-49,0.267247682367981,1,1,3.29048847334464e-45,"0","ACTB"
1.89449667934323e-49,1.66835435866423,0.297,0.123,3.83199843330755e-45,"0","CIITA"
